,Show,Season,Air_Date,Week_Number,Episode_Number,Episode_Type,Network_TV_Spend,Cable_TV_Spend,Digital_Spend,Impressions,True_Viewership,Revenue,Holiday,LeadIn_Bonus
1416,Show5,2,2024-08-21,11,6,Regular,2530.301520866547,6325.753802166369,7590.904562599642,26146450,57209.36069072247,39490.69857142858,0,0
1417,Show1,5,2024-10-20,8,3,Regular,7316.987187315327,18292.467968288318,21950.961561945984,75608868,209376.09855610086,148031.35714285713,0,0
1418,Show1,4,2023-10-15,7,2,Regular,20603.394219597707,17169.49518299809,6867.798073199235,89281375,207899.1948455977,143153.13857142857,0,0
1419,Show1,1,2020-10-06,5,0,PreLaunch,7133.216268044332,21399.648804132998,17833.04067011083,77276510,192167.7757859635,131526.19428571427,0,0
1420,Show3,3,2022-11-06,9,4,Regular,18360.194726175243,7344.077890470097,22032.233671410293,79560844,214093.5151771948,151060.80285714287,0,0
1421,Show2,3,2022-09-26,4,0,PreLaunch,9381.331470300616,3752.5325881202466,11257.597764360738,40652436,57208.92520138062,40149.16285714286,0,0
1422,Show4,2,2021-10-30,8,3,Regular,9415.893126836943,3138.6310422789816,7846.577605697453,36094257,70574.51916170956,49270.21,0,0
1423,Show2,4,2023-09-13,2,0,PreLaunch,13790.604473080162,5516.241789232065,16548.725367696192,59759286,57626.11306828098,40522.55714285715,0,0
1424,Show5,2,2024-08-01,9,4,Regular,3196.7063747216607,7991.765936804152,9590.119124164983,33032633,65811.67080332982,46189.71142857143,0,0
1425,Show3,3,2022-09-27,4,0,PreLaunch,17896.444778861674,7158.57791154467,21475.73373463401,77551261,159045.63317672163,109408.06142857144,0,0
1426,Show3,2,2021-10-04,4,0,PreLaunch,14650.943406105322,17581.132087326387,5860.377362442129,75208176,157307.33220144478,109518.73714285715,1,0
1427,Show4,4,2023-09-09,1,0,PreLaunch,19463.151813910128,16219.293178258438,6487.717271303375,84340324,56204.53827047737,39588.75571428571,0,0
1428,Show8,2,2025-01-21,2,0,PreLaunch,,15404.942480485752,6161.976992194301,80105701,149698.14833149602,103460.14428571428,0,0
1429,Show2,4,2023-10-05,5,0,PreLaunch,7988.550238647009,3195.4200954588036,9586.26028637641,34617051,56368.31855199917,39446.75285714286,0,0
1430,Show2,4,2023-09-08,1,0,PreLaunch,15782.912348425345,6313.164939370138,18939.494818110416,68392620,41689.218538622845,28931.747142857144,0,0
1431,Show4,1,2020-11-20,11,6,Regular,2308.0146065140398,5770.036516285099,6924.043819542118,23849484,60007.23146141858,41999.590000000004,0,0
1432,Show3,1,2020-09-09,1,0,PreLaunch,10430.72482153076,12516.869785836914,4172.289928612305,53544388,110671.8164128753,78171.68428571429,0,0
1433,Show4,1,2020-11-21,11,6,Regular,2308.0146065140398,5770.036516285099,6924.043819542118,23849484,60007.23146141858,41999.590000000004,0,0
1434,Show4,2,2021-11-29,12,7,Regular,10507.478712001075,3502.4929040003585,8756.232260000897,40278668,82473.62530871613,58132.77285714285,0,0
1435,Show1,4,2023-11-22,12,7,Regular,16882.358688563534,14068.632240469611,5627.452896187844,73156887,223195.44215569302,156093.65571428573,0,1
1436,Show2,5,2024-11-01,9,4,Regular,7675.358547564598,2558.4528491881997,6396.132122970498,29422208,66633.63298874955,47474.95857142857,0,1
1437,Show2,2,2021-09-28,4,0,PreLaunch,3701.177964833571,9252.944912083925,11103.533894500712,38245506,64182.02711546,46493.30142857142,0,0
1438,Show1,4,2023-10-23,8,3,Regular,25149.415145560684,20957.845954633904,8383.138381853561,108980799,224333.46729274726,160697.76,0,1
1439,Show5,1,2023-08-31,13,8,Regular,12980.002583413192,4326.667527804397,10816.668819510991,49756677,85371.40115048506,60393.51857142857,1,0
1440,Show3,3,2022-11-24,12,7,Regular,15431.44000926478,6172.576003705911,18517.728011117735,66869573,207895.76245069067,143612.99285714285,0,0
1441,Show7,1,2024-02-03,4,0,PreLaunch,4271.709948399077,12815.12984519723,10679.274870997691,46276858,63792.44646823982,44834.97714285715,0,0
1442,Show2,3,2022-10-19,7,2,Regular,7046.626888579857,2818.6507554319433,8455.95226629583,30535383,59199.92106833782,40510.21,0,0
1443,Show2,4,2023-11-16,11,6,Regular,5662.7334660840115,2265.0933864336043,6795.2801593008135,24538512,56969.697799333335,39948.46142857143,0,0
1444,Show1,3,2022-10-21,7,2,Regular,27803.637829013656,9267.879276337884,23169.698190844712,106580612,212936.56949237734,147727.36571428573,0,1
1445,Show2,1,2020-11-12,10,5,Regular,6467.290849247802,7760.749019097362,2586.9163396991207,33198759,59968.42371295,41565.224285714285,0,0
1446,Show4,1,2020-10-05,4,0,PreLaunch,4587.242396454553,11468.105991136385,13761.72718936366,47401505,101465.74482555247,70348.13857142857,0,0
1447,Show6,1,2023-07-11,5,0,PreLaunch,17662.928306327038,21195.513967592447,7065.171322530814,90669698,180362.8431053211,123689.57142857143,1,0
1448,Show4,5,2024-10-08,5,0,PreLaunch,3322.194254882244,8305.48563720561,9966.582764646731,34329341,88187.61287365065,62242.19285714285,0,0
1449,Show3,4,2023-11-22,12,7,Regular,18587.66952447754,7435.067809791016,22305.20342937305,80546568,205760.89966185347,144427.79142857142,0,0
1450,Show2,1,2020-12-10,14,9,Regular,14414.077618819201,17296.893142583045,5765.631047527681,73992265,76683.43791372461,51761.775714285715,0,0
1451,Show4,3,2022-11-18,11,6,Regular,2789.8976820911207,8369.693046273362,6974.744205227801,30223891,69767.89771963752,48626.50142857143,0,0
1452,Show2,5,2024-10-07,6,1,Premiere,10033.315080682762,3344.4383602275875,8361.09590056897,38461042,69012.3800260435,47812.875714285714,0,0
1453,Show6,2,2024-06-30,4,0,PreLaunch,20968.046942247023,6989.348980749007,17473.372451872518,80377513,145901.20825761062,102916.22571428571,0,0
1454,Show3,2,2021-12-18,15,10,Finale,11264.770661691653,13517.724794029984,4505.908264676661,57825823,190157.55159603243,134695.3042857143,0,1
1455,Show2,1,2020-09-18,2,0,PreLaunch,13176.849493304453,15812.219391965342,5270.73979732178,67641161,53069.6181317646,37994.93,0,0
1456,Show4,5,2024-10-06,5,0,PreLaunch,3322.194254882244,8305.48563720561,9966.582764646731,34329341,88187.61287365065,62242.19285714285,0,0
1457,Show1,4,2023-10-20,7,2,Regular,20603.394219597707,17169.49518299809,6867.798073199235,89281375,207899.1948455977,143153.13857142857,0,0
1458,Show3,2,2021-11-19,11,6,Regular,18610.99325087509,22333.191901050108,7444.397300350037,95536432,242728.63852194085,168041.10142857142,0,0
1459,Show4,4,2023-09-12,1,0,PreLaunch,19463.151813910128,16219.293178258438,6487.717271303375,84340324,56204.53827047737,39588.75571428571,0,0
1460,Show8,1,2024-01-24,2,0,PreLaunch,5393.313472183987,13483.283680459968,16179.940416551963,55730905,144157.86146438058,99684.41142857143,0,0
1461,Show4,4,2023-09-06,1,0,PreLaunch,19463.151813910128,16219.293178258438,6487.717271303375,84340324,56204.53827047737,39588.75571428571,0,0
1462,Show7,2,2025-03-28,11,6,Regular,2899.9740399167595,7249.935099791897,8699.922119750277,29966398,33054.48665487355,23264.13,0,0
1463,Show4,5,2024-09-27,4,0,PreLaunch,4349.080852598664,10872.702131496659,13047.242557795991,44940502,77194.2674421235,54024.16857142857,0,0
1464,Show3,1,2020-11-22,11,6,Regular,15411.010576721563,18493.212692065874,6164.404230688626,79109854,244499.84108036713,170934.04,0,0
1465,Show2,3,2022-12-07,14,9,Regular,12675.124864622774,5070.0499458491095,15210.149837547331,54925541,78100.14948440649,54752.40285714286,0,0
1466,Show1,5,2024-11-19,12,7,Regular,5978.824204056032,14947.060510140082,17936.472612168098,61781184,211957.80994073322,148636.63571428572,0,0
1467,Show4,4,2023-09-28,4,0,PreLaunch,11530.064586616558,9608.3871555138,3843.3548622055196,49963613,72246.04204639535,49499.450000000004,0,0
1468,Show4,2,2021-11-20,11,6,Regular,7768.1330369923,2589.377678997433,6473.4441974935835,29777843,70536.96352064765,49326.147142857146,0,0
1469,Show4,4,2023-09-25,3,0,PreLaunch,12970.421341695928,10808.684451413272,4323.4737805653085,56205159,89344.54775808343,63389.55857142857,0,0
1470,Show4,4,2023-09-14,2,0,PreLaunch,17083.332067377236,14236.110056147696,5694.444022459079,74027772,69028.91230711395,49142.12857142858,0,0
1471,Show1,2,2021-09-14,2,0,PreLaunch,12782.21701444886,4260.739004816286,10651.847512040715,48998499,106700.2460962078,74413.77428571429,0,0
1472,Show5,2,2024-06-09,1,0,PreLaunch,5695.834094777322,14239.585236943307,17087.502284331964,58856952,74030.18246146296,52977.11714285715,0,0
1473,Show4,3,2022-10-19,7,2,Regular,3014.132297200523,9042.39689160157,7535.330743001308,32653100,89471.83739731259,63964.065714285716,0,0
1474,Show7,2,2025-02-11,5,0,PreLaunch,3379.7556051355564,8449.389012838892,10139.266815406669,34924141,43138.70547083635,30931.407142857144,0,0
1475,Show2,2,2021-11-28,12,7,Regular,3459.4481545719564,8648.62038642989,10378.344463715868,35747631,63799.07368190017,44619.41714285714,0,0
1476,Show4,5,2024-12-06,14,9,Regular,6455.764148239324,16139.41037059831,19367.292444717976,66709563,92498.92970513781,64589.27714285714,0,0
1477,Show2,3,2022-10-17,7,2,Regular,,2818.6507554319433,8455.95226629583,30535383,59199.92106833782,40510.21,0,0
1478,Show6,1,2023-07-10,5,0,PreLaunch,17662.928306327038,21195.513967592447,7065.171322530814,90669698,180362.8431053211,123689.57142857143,1,0
1479,Show4,3,2022-09-19,2,0,PreLaunch,6499.839307851572,19499.51792355472,16249.59826962893,70414926,84655.27186206584,58234.62,0,0
1480,Show4,3,2022-11-26,12,7,Regular,3772.9127841729814,11318.738352518945,9432.281960432452,40873222,71083.5238632561,49482.537142857145,0,0
1481,Show1,2,2021-10-05,5,0,PreLaunch,23693.833341897676,7897.9444472992245,19744.86111824806,90826361,160835.99293402024,112525.32857142857,0,0
1482,Show7,2,2025-02-14,5,0,PreLaunch,3379.7556051355564,8449.389012838892,10139.266815406669,34924141,43138.70547083635,30931.407142857144,0,0
1483,Show3,5,2024-11-13,11,6,Regular,7923.67326386278,23771.019791588336,19809.183159656946,85839794,207314.36875601386,145107.47285714286,0,1
1484,Show2,3,2022-09-12,2,0,PreLaunch,12161.485400579728,4864.594160231892,14593.782480695674,52699769,41906.85072065872,28920.50857142857,0,0
1485,Show4,5,2024-09-23,3,0,PreLaunch,4724.187525341157,11810.468813352894,,48816605,80261.31939940153,56330.090000000004,0,0
1486,Show2,3,2022-11-12,10,5,Regular,5395.189349210639,2158.0757396842555,6474.227219052767,23379153,54549.551628912974,37648.74428571429,0,0
1487,Show1,4,2023-11-06,10,5,Regular,25298.21544555273,21081.846204627276,8432.73848185091,109625599,248266.57998258187,174537.94857142857,0,0
1488,Show1,3,2022-11-22,12,7,Regular,17182.43310378651,5727.477701262169,14318.694253155421,65865993,231962.64392531422,163523.64714285714,0,0
1489,Show6,1,2023-07-25,7,2,Regular,22907.451410809525,27488.941692971428,9162.98056432381,117591584,210601.25562827452,146741.31142857144,0,0
1490,Show2,5,2024-11-23,12,7,Regular,11230.954944982093,3743.651648327364,9359.12912081841,43051994,60423.04103036223,41791.387142857144,0,0
1491,Show1,3,2022-09-13,2,0,PreLaunch,16463.31769068354,5487.77256356118,13719.431408902949,63109384,134458.03318871913,93932.93428571429,0,0
1492,Show2,1,2020-11-02,9,4,Regular,6945.820693883581,8334.984832660297,2778.3282775534326,35655213,64004.62356128212,45449.565714285716,0,0
1493,Show1,1,2020-11-16,11,6,Regular,5840.201232374527,17520.603697123577,14600.503080936314,63268846,209257.49027239834,145807.19714285716,1,0
1494,Show3,5,2024-11-30,13,8,Regular,4815.431290468444,14446.293871405333,12038.578226171112,52167172,194627.92952573157,136398.81285714285,0,0
1495,Show2,5,2024-09-05,1,0,PreLaunch,16522.77182696692,5507.590608988974,13768.976522472434,63337292,37252.344011922985,25829.694285714282,0,0
1496,Show5,1,2023-08-12,10,5,Regular,7466.3594935819765,2488.786497860659,6221.966244651647,28621044,87525.73417212666,60840.96571428572,0,0
1497,Show6,2,2024-09-14,15,10,Finale,15269.362507563284,5089.787502521095,12724.468756302736,58532557,174484.1055304852,123562.20571428571,0,0
1498,Show5,2,2024-08-24,12,7,Regular,3635.929809978306,9089.824524945765,10907.789429934917,37571274,67358.15040872559,47959.28142857143,0,0
1499,Show1,5,2024-11-11,11,6,Regular,6738.1376340653305,16845.344085163328,20214.412902195993,69627422,204338.8964748464,142730.60571428572,0,0
1500,Show8,2,2025-03-13,9,4,Regular,8329.819389092792,6941.516157577328,2776.606463030931,36095883,138125.2441852284,97975.81428571428,0,0
1501,Show3,4,2023-11-13,10,5,Regular,18451.05031819068,7380.420127276272,22141.260381828815,79954551,204814.17461182683,148120.23857142858,0,0
1502,Show3,5,2024-09-21,3,0,PreLaunch,5261.4167208956,15784.2501626868,13153.541802238999,56998681,141012.0592842313,97600.10142857142,0,0
1503,Show4,4,2023-12-07,14,9,Regular,19264.305535949195,16053.587946624331,6421.435178649733,83478657,103103.33154387558,69500.88142857143,0,0
1504,Show6,2,2024-09-03,13,8,Regular,16779.222381725976,5593.074127241993,13982.685318104981,64320352,179217.47394129884,124956.13428571427,0,0
1505,Show4,5,2024-12-04,14,9,Regular,6455.764148239324,16139.41037059831,19367.292444717976,66709563,92498.92970513781,64589.27714285714,0,0
1506,Show8,2,2025-01-19,2,0,PreLaunch,18485.930976582902,15404.942480485752,6161.976992194301,80105701,149698.14833149602,103460.14428571428,0,0
1507,Show2,3,2022-09-23,3,0,PreLaunch,13612.422691627813,5444.969076651126,16334.907229953378,58987165,64614.77025710174,44517.25714285714,0,0
1508,Show2,1,2020-11-14,10,5,Regular,6467.290849247802,7760.749019097362,2586.9163396991207,33198759,59968.42371295,41565.224285714285,0,0
1509,Show2,3,2022-12-05,14,9,Regular,12675.124864622774,5070.0499458491095,15210.149837547331,54925541,78100.14948440649,54752.40285714286,0,0
1510,Show1,3,2022-09-14,2,0,PreLaunch,16463.31769068354,5487.77256356118,13719.431408902949,63109384,134458.03318871913,93932.93428571429,0,0
1511,Show6,2,2024-09-05,13,8,Regular,16779.222381725976,5593.074127241993,13982.685318104981,64320352,179217.47394129884,124956.13428571427,0,0
1512,Show1,1,2020-10-05,5,0,PreLaunch,7133.216268044332,21399.648804132998,17833.04067011083,77276510,192167.7757859635,131526.19428571427,0,0
1513,Show6,2,2024-06-27,3,0,PreLaunch,15827.404177906199,5275.801392635401,13189.503481588501,60671716,121757.179744626,85848.35285714285,1,0
1514,Show4,5,2024-09-26,4,0,PreLaunch,,10872.702131496659,13047.242557795991,44940502,77194.2674421235,54024.16857142857,0,0
1515,Show4,2,2021-12-04,13,8,Regular,14303.403102569626,4767.801034189874,11919.502585474687,54829712,82931.67325975826,58105.64142857143,0,1
1516,Show4,1,2020-09-17,2,0,PreLaunch,4543.194661096064,11357.986652740161,13629.583983288192,46946345,70112.47831733277,49266.21,0,0
1517,Show2,5,2024-09-28,4,0,PreLaunch,13218.37348113613,4406.124493712043,11015.311234280107,50670431,68360.11073721034,47001.77142857143,0,0
1518,Show7,2,2025-03-26,11,6,Regular,2899.9740399167595,7249.935099791897,8699.922119750277,29966398,33054.48665487355,23264.13,0,0
1519,Show2,4,2023-10-14,6,1,Premiere,8770.503168995147,3508.2012675980586,10524.603802794178,38005514,60342.26208109005,42572.96857142857,0,0
1520,Show6,1,2023-08-18,11,6,Regular,17001.18934959752,20401.427219517027,6800.475739839008,87272772,218105.6812041096,153668.2942857143,0,0
1521,Show8,2,2025-02-07,4,0,PreLaunch,14203.523273519222,11836.26939459935,4734.50775783974,61548601,166870.33439843796,118014.67428571428,0,0
1522,Show8,2,2025-02-22,6,1,Premiere,8533.663776663268,7111.386480552725,2844.55459222109,36979210,158430.46616112784,113637.36285714286,0,0
1523,Show4,2,2021-09-12,1,0,PreLaunch,17207.919923945425,5735.97330798181,14339.933269954523,65963693,56479.043069007406,40320.50571428571,0,0
1524,Show4,2,2021-10-31,8,3,Regular,9415.893126836943,3138.6310422789816,7846.577605697453,36094257,70574.51916170956,49270.21,0,0
1525,Show3,4,2023-11-05,9,4,Regular,20328.667601719237,8131.467040687696,24394.401122063085,88090893,204836.60755927634,143675.91285714286,0,0
1526,Show2,3,2022-09-10,1,0,PreLaunch,15710.388645952771,6284.1554583811085,18852.466375143325,68078351,38398.24203968538,26841.00857142857,0,0
1527,Show3,1,2020-09-23,3,0,PreLaunch,15179.524782521437,18215.429739025723,6071.809913008576,77921560,150713.44786381998,105220.16,0,0
1528,Show7,1,2024-02-13,5,0,PreLaunch,2975.9200433072083,8927.760129921624,7439.800108268021,32239133,52146.560432483035,36372.90857142857,0,0
1529,Show4,2,2021-11-21,11,6,Regular,7768.1330369923,2589.377678997433,6473.4441974935835,29777843,70536.96352064765,49326.147142857146,0,0
1530,Show7,2,2025-03-09,9,4,Regular,2472.4211315594507,6181.052828898626,7417.263394678352,25548352,58555.95472734678,39958.137142857144,0,0
1531,Show6,2,2024-07-12,6,1,Premiere,28733.106914013082,9577.702304671027,23944.25576167757,110143577,178400.53790033868,124229.29857142856,0,0
1532,Show3,4,2023-11-28,13,8,Regular,14648.766000131955,5859.506400052781,17578.519200158345,63477986,208084.58737268596,145015.98714285714,0,0
1533,Show4,5,2024-11-15,11,6,Regular,3109.47101374769,7773.677534369225,9328.41304124307,32131200,64649.82273747782,44651.520000000004,0,0
1534,Show1,5,2024-12-05,14,9,Regular,4691.928821502681,11729.822053756701,14075.786464508043,48483264,184796.54567374216,129386.37142857142,0,0
1535,Show2,4,2023-11-21,12,7,Regular,9705.075607862951,3882.030243145181,11646.090729435542,42055327,62963.08303391952,44416.235714285714,0,0
1536,Show1,5,2024-09-04,1,0,PreLaunch,4058.6741983855545,10146.685495963888,12176.022595156664,41939634,115194.23330996883,82494.86571428573,0,0
1537,Show4,4,2023-11-20,11,6,Regular,8136.3322654740305,6780.276887895025,2712.11075515801,35257440,63341.7145372752,44682.17142857143,0,0
1538,Show4,2,2021-09-28,3,0,PreLaunch,16181.229365964939,5393.743121988312,13484.357804970781,62028046,85045.46557553558,59540.63,0,0
1539,Show3,2,2021-12-12,14,9,Regular,12875.553388418764,15450.664066102518,5150.221355367506,66094507,,138866.7942857143,0,0
1540,Show2,5,2024-09-11,2,0,PreLaunch,17619.71163628552,5873.237212095172,14683.093030237931,67542227,49313.5388668436,33827.80285714286,0,0
1541,Show1,1,2020-11-24,12,7,Regular,6242.976266858647,18728.92880057594,15607.440667146617,67632244,203617.42003838025,146760.81428571427,0,0
1542,Show3,4,2023-12-03,13,8,Regular,14648.766000131955,5859.506400052781,17578.519200158345,63477986,208084.58737268596,145015.98714285714,0,0
1543,Show5,2,2024-08-14,10,5,Regular,2791.9696173948055,6979.9240434870135,8375.908852184415,28850353,73994.5280762661,50799.37,0,0
1544,Show2,3,2022-12-14,15,10,Finale,14879.217234712667,5951.686893885068,17855.060681655203,64476609,78328.47866687641,53785.01285714286,0,0
1545,Show3,5,2024-09-29,4,0,PreLaunch,6354.812287628422,19064.436862885264,15887.030719071056,68843800,159243.26387062803,109350.3857142857,0,0
1546,Show1,3,2022-09-06,1,0,PreLaunch,13283.052983233152,4427.684327744384,11069.21081936096,50918370,113144.72059516479,81564.18999999999,0,0
1547,Show3,3,2022-10-15,6,1,Premiere,20922.375672207818,8368.950268883125,25106.850806649378,90663629,181827.3655779074,128041.04714285713,0,0
1548,Show4,1,2020-10-19,6,1,Premiere,3580.7380896501354,8951.845224125338,10742.214268950407,37000960,75490.874289023,52711.532857142854,0,1
1549,Show3,1,2020-12-15,15,10,Finale,10943.671868710933,13132.406242453118,4377.468747484373,56177515,196634.27049385366,140942.92428571428,0,0
1550,Show7,1,2024-03-20,10,5,Regular,2919.5671819282493,8758.701545784746,7298.917954820622,31628644,43657.00462397286,31072.207142857143,0,0
1551,Show4,2,2021-11-12,10,5,Regular,7251.261266191787,2417.087088730596,6042.71772182649,27796502,68956.22816901549,48634.61571428571,0,0
1552,Show3,2,2021-12-20,15,10,Finale,11264.770661691653,13517.724794029984,4505.908264676661,57825823,190157.55159603243,134695.3042857143,0,1
1553,Show3,3,2022-10-28,8,3,Regular,23054.934043914145,9221.97361756566,27665.920852696978,99904714,212861.41069336556,148884.27714285714,0,0
1554,Show3,2,2021-09-07,1,0,PreLaunch,9379.565594237156,11255.478713084589,3751.8262376948624,48148436,114841.6361132957,79753.39571428571,0,0
1555,Show3,1,2020-12-07,13,8,Regular,13160.413076234207,15792.495691481048,5264.165230493682,67556787,218536.14348183884,151218.98142857145,0,0
1556,Show4,3,2022-12-02,13,8,Regular,4387.628333662834,13162.885000988505,,47532640,83286.80524383883,58442.69857142858,0,0
1557,Show2,2,2021-10-03,4,0,PreLaunch,3701.177964833571,9252.944912083925,11103.533894500712,38245506,64182.02711546,46493.30142857142,0,0
1558,Show2,5,2024-11-03,9,4,Regular,7675.358547564598,2558.4528491881997,6396.132122970498,29422208,66633.63298874955,47474.95857142857,0,1
1559,Show5,2,2024-08-28,12,7,Regular,3635.929809978306,9089.824524945765,10907.789429934917,37571274,67358.15040872559,47959.28142857143,0,0
1560,Show2,1,2020-09-17,2,0,PreLaunch,13176.849493304453,15812.219391965342,5270.73979732178,67641161,53069.6181317646,37994.93,0,0
1561,Show1,1,2020-10-02,4,0,PreLaunch,7619.32169004146,22857.965070124377,19048.30422510365,82542651,178971.84301303912,124396.60428571429,0,0
1562,Show2,5,2024-12-07,14,9,Regular,17379.710426616653,5793.236808872217,14483.092022180543,66622224,87508.13292102636,60216.44714285714,0,0
1563,Show2,2,2021-10-09,5,0,PreLaunch,3909.529478035234,9773.823695088086,11728.5884341057,40398470,70663.68116271283,50442.75428571429,0,0
1564,Show2,3,2022-10-12,6,1,Premiere,9268.729043459718,3707.491617383887,11122.474852151661,40164492,80782.52758979239,57289.60857142857,0,0
1565,Show2,4,2023-11-12,10,5,Regular,6733.178306300435,2693.2713225201737,8079.813967560522,29177106,48066.78123446117,33440.345714285715,0,0
1566,Show8,2,2025-03-04,8,3,Regular,9345.658904045376,7788.049086704481,3115.2196346817923,40497855,146113.79515999104,102607.95142857144,0,0
1567,Show2,4,2023-09-12,2,0,PreLaunch,13790.604473080162,5516.241789232065,16548.725367696192,59759286,57626.11306828098,40522.55714285715,0,0
1568,Show1,5,2024-12-01,14,9,Regular,4691.928821502681,11729.822053756701,14075.786464508043,48483264,184796.54567374216,129386.37142857142,0,0
1569,Show4,3,2022-10-25,7,2,Regular,3014.132297200523,9042.39689160157,7535.330743001308,32653100,89471.83739731259,63964.065714285716,0,0
1570,Show4,1,2020-11-05,9,4,Regular,2769.132222239927,6922.830555599818,8307.39666671978,28614367,84281.27524966004,58239.65285714286,0,0
1571,Show3,4,2023-12-04,13,8,Regular,14648.766000131955,5859.506400052781,17578.519200158345,63477986,208084.58737268596,145015.98714285714,0,0
1572,Show3,3,2022-11-03,9,4,Regular,18360.194726175243,7344.077890470097,22032.233671410293,79560844,214093.5151771948,151060.80285714287,0,0
1573,Show4,5,2024-12-09,14,9,Regular,6455.764148239324,16139.41037059831,19367.292444717976,66709563,92498.92970513781,64589.27714285714,0,0
1574,Show4,2,2021-11-24,12,7,Regular,10507.478712001075,3502.4929040003585,8756.232260000897,40278668,82473.62530871613,58132.77285714285,0,0
1575,Show2,2,2021-11-22,12,7,Regular,3459.4481545719564,8648.62038642989,10378.344463715868,35747631,63799.07368190017,44619.41714285714,0,0
1576,Show4,5,2024-10-30,9,4,Regular,2951.508028514569,7378.7700712864225,8854.524085543706,30498916,65311.78748371873,45614.712857142855,0,0
1577,Show4,5,2024-11-13,11,6,Regular,3109.47101374769,7773.677534369225,9328.41304124307,32131200,64649.82273747782,44651.520000000004,0,0
1578,Show6,1,2023-07-16,6,1,Premiere,20431.933739837204,24518.320487804645,8172.773495934882,104883926,196189.27215274962,140277.9457142857,1,0
1579,Show4,4,2023-10-31,8,3,Regular,9105.594644977904,7587.995537481586,3035.198214992635,39457577,80267.82188715565,56007.061428571425,0,0
1580,Show5,1,2023-08-24,12,7,Regular,,3437.5003414785524,8593.750853696381,39531254,84893.76151822784,58911.41857142857,0,0
1581,Show4,1,2020-10-20,6,1,Premiere,3580.7380896501354,8951.845224125338,10742.214268950407,37000960,75490.874289023,52711.532857142854,0,1
1582,Show2,1,2020-10-12,6,1,Premiere,8792.186049190941,10550.62325902913,3516.8744196763764,45133222,75250.63337942668,52194.62,0,0
1583,Show7,1,2024-04-09,13,8,Regular,3962.626960854084,11887.880882562255,9906.567402135212,42928459,69607.29045414222,49003.315714285716,0,0
1584,Show2,4,2023-12-03,13,8,Regular,10636.982317232085,4254.792926892834,12764.378780678502,46093590,67490.85543891169,47276.57428571429,0,0
1585,Show8,2,2025-03-06,8,3,Regular,9345.658904045376,7788.049086704481,3115.2196346817923,40497855,146113.79515999104,102607.95142857144,0,0
1586,Show3,1,2020-11-26,12,7,Regular,12987.478737725718,15584.974485270863,5194.991495090287,66669057,221370.93520612578,160670.38142857142,0,0
1587,Show4,2,2021-09-30,4,0,PreLaunch,10460.482658202256,3486.8275527340857,8717.068881835214,40098517,80773.41874592124,55481.77857142857,0,0
1588,Show5,2,2024-09-01,13,8,Regular,4241.664728099318,10604.161820248297,12724.994184297959,43830536,90204.53843042198,62550.62857142858,0,0
1589,Show1,4,2023-09-21,3,0,PreLaunch,18551.832864643242,15459.860720536035,6183.944288214414,80391275,149849.60883015222,106469.12714285715,0,0
1590,Show5,2,2024-07-02,4,0,PreLaunch,3481.8513752475183,8704.628438118796,10445.554125742554,35979131,85985.5149437143,60585.37,0,0
1591,Show2,1,2020-10-07,5,0,PreLaunch,8721.066696713006,10465.280036055608,3488.426678685202,44768143,66845.59011402345,45352.467142857146,0,0
1592,Show7,2,2025-04-05,13,8,Regular,4361.427775623339,10903.569439058349,13084.283326870018,45068087,62845.61266820561,44414.99428571429,0,0
1593,Show5,1,2023-07-14,6,1,Premiere,9589.205096730399,3196.401698910133,7991.004247275333,36758619,86964.82262240148,61779.72714285715,0,0
1594,Show6,2,2024-09-08,14,9,Regular,15196.049597060317,5065.349865686772,12663.37466421693,58251524,186611.57232143095,131201.75714285715,0,0
1595,Show2,1,2020-09-16,2,0,PreLaunch,13176.849493304453,15812.219391965342,5270.73979732178,67641161,53069.6181317646,37994.93,0,0
1596,Show5,1,2023-08-19,11,6,Regular,8032.832836155481,2677.6109453851604,6694.027363462902,30792526,78523.70824223457,56660.59428571428,0,0
1597,Show7,2,2025-03-04,8,3,Regular,3213.4844634266665,8033.711158566666,9640.45339028,33206005,48754.93538822301,34404.16857142857,0,0
1598,Show8,1,2024-02-17,5,0,PreLaunch,3343.212291950032,8358.03072987508,10029.636875850094,34546527,159043.3800064257,113986.23857142858,0,0
1599,Show2,3,2022-09-07,1,0,PreLaunch,15710.388645952771,6284.1554583811085,18852.466375143325,68078351,38398.24203968538,26841.00857142857,0,0
1600,Show6,2,2024-07-29,8,3,Regular,23555.000977249434,7851.666992416477,19629.167481041193,90294170,200903.4969089785,138533.38999999998,0,0
1601,Show1,3,2022-12-05,14,9,Regular,16953.84964868469,5651.283216228229,14128.208040570575,64989757,213946.6638120037,150543.48714285714,0,0
1602,Show5,1,2023-08-22,11,6,Regular,8032.832836155481,2677.6109453851604,6694.027363462902,30792526,78523.70824223457,56660.59428571428,0,0
1603,Show5,2,2024-09-13,15,10,Finale,6659.2055047404765,16648.01376185119,19977.616514221427,68811791,114564.1262092001,80809.7,0,0
1604,Show5,2,2024-06-20,3,0,PreLaunch,4823.680684754314,12059.201711885788,14471.042054262945,49844700,76071.70515903152,52677.055714285714,0,0
1605,Show2,4,2023-12-17,15,10,Finale,19129.020992584123,7651.6083970336485,22954.825191100947,82892424,99339.23503704007,68840.11142857143,0,0
